"pathway","NES","padj","size","input","leadingEdge"
"Protein-Containing Complex Assembly (GO:0065003)",-0.749388368709071,0.906804997768853,20,"QL-XII-47","BECN1,ITGB1BP1,BAD,TMED10"
"Proteolysis (GO:0006508)",-1.23715494972709,0.428539871879832,13,"QL-XII-47","ADAM10,MBTPS1,BACE2,CAPN1"
"RNA Processing (GO:0006396)",1.24413754985764,0.431165862331725,12,"QL-XII-47","DNTTIP2,TCERG1,AKAP8L,RBM6,PRPF4"
"RNA Splicing, Via Transesterification Reactions With Bulged Adenosine As Nucleophile (GO:0000377)",-0.584380123011337,0.952322895277207,10,"QL-XII-47","HSPA8"
"Ras Protein Signal Transduction (GO:0007265)",0.668617645397351,0.92913452572688,16,"QL-XII-47","CDKN1A"
"Regulation Of Apoptotic Process (GO:0042981)",1.84004068598298,0.00631781117053718,65,"QL-XII-47","MYC,GADD45A,GADD45B,EGFR,DUSP6,EGR1,FOXO3,JUN,ATF5,BIRC2,IGF1R,PMAIP1,CASP3,UFM1,FHL2,SUPV3L1,DDX42,TFAP2A"
"Regulation Of Autophagy (GO:0010506)",-0.977691819387659,0.682689427972447,27,"QL-XII-47","BECN1,BNIP3,AKT1,HSPB1,CAPN1,BAD,VDAC1"
"Regulation Of Canonical Wnt Signaling Pathway (GO:0060828)",1.33020367706934,0.368083170890188,11,"QL-XII-47","EGFR,CSNK1A1,CSNK1E"
"Regulation Of Cell Adhesion (GO:0030155)",-0.894179788626086,0.756947319557881,11,"QL-XII-47","ADAM10,PTK2,ITGB1BP1,RSU1"
"Regulation Of Cell Cycle (GO:0051726)",1.80325633393875,0.0437387262910218,23,"QL-XII-47","MYC,GADD45A,GADD45B,CDKN1A,JUN,BIRC2,GATA3,RRP8,RB1"
"Regulation Of Cell Cycle G1/S Phase Transition (GO:1902806)",0.721637670542913,0.906804997768853,13,"QL-XII-47","CDKN1A"
"Regulation Of Cell Cycle Process (GO:0010564)",1.01169497675824,0.609454328891536,14,"QL-XII-47","MYC,ATF5,KLHL21,RRP8"
"Regulation Of Cell Differentiation (GO:0045595)",-0.732192531230537,0.906804997768853,15,"QL-XII-47","DAG1,PTK2,SMARCA4,HDAC2,CDK6,SMARCD2"
"Regulation Of Cell Growth (GO:0001558)",1.24905091771361,0.420727205610927,25,"QL-XII-47","EGFR,CDKN1A,DNAJB2,CGRRF1,CCDC85B,SMAD3,SUPV3L1,RB1"
"Regulation Of Cell Migration (GO:0030334)",-0.977982923886661,0.682689427972447,28,"QL-XII-47","DAG1,ADAM10,AKT1,PTK2,RHOA,MACF1,CLIC4,MYLK"
"Regulation Of Cell Population Proliferation (GO:0042127)",1.55872371862502,0.1187550723042,58,"QL-XII-47","MYC,EGFR,FOSL1,CDKN1A,JUN,DNAJB2,ATF5,BIRC2,IGF1R,CGRRF1,GATA3,SMAD3,STX4,TFAP2A,LGMN,EAPP,CHERP"
"Regulation Of Cellular Component Organization (GO:0051128)",-1.11384825352051,0.554846360433888,10,"QL-XII-47","HSPA8,RAB4A"
"Regulation Of Cold-Induced Thermogenesis (GO:0120161)",1.17016630738366,0.494897959183673,10,"QL-XII-47","KDM3A,IGF1R,RB1,IL4R"
"Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0000079)",1.7344080785022,0.125980363393991,12,"QL-XII-47","GADD45A,EGFR,CDKN1A"
"Regulation Of DNA Repair (GO:0006282)",-0.934912510447353,0.734586714163203,11,"QL-XII-47","PCNA,PARP1"
"Regulation Of DNA-templated Transcription (GO:0006355)",2.06689278245903,4.67272863119237e-05,93,"QL-XII-47","MYC,EGFR,FOSL1,RELB,JMJD6,EGR1,NR3C1,FOXO3,TERF2IP,KDM5A,JUN,KDM3A,ATF5,ZNF274,MTF2,ARID4B,ARID5B,NFIL3,BHLHE40,HIF1A,KAT6A,GATA3,CCDC85B,SMAD3,KAT6B,CEBPD,TFAP2A,RRP8,RB1,ZNF395"
"Regulation Of ERK1 And ERK2 Cascade (GO:0070372)",1.53961374895124,0.254272965651253,17,"QL-XII-47","EGFR,DUSP6"
"Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000045)",0.953070660126762,0.689679502835898,19,"QL-XII-47","EGFR,CDKN1A"
"Regulation Of GTPase Activity (GO:0043087)",-1.66782474025852,0.13583977245995,12,"QL-XII-47","PTK2,ITGB1BP1,GNB5,RSU1,VAV3,RALGDS,PIN1,ERBB2"
"Regulation Of Gene Expression (GO:0010468)",1.73705251037267,0.0205913934070336,57,"QL-XII-47","MYC,TIPARP,EGR1,NR3C1,TERF2IP,ATF5,ZNF274,MTF2,NFIL3,BHLHE40,HIF1A,KAT6A,GATA3,TICAM1,SMAD3,KAT6B,TFAP2A,RB1,ZNF131,ZNF395"
"Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043122)",1.0371642458186,0.599296528521181,21,"QL-XII-47","HMOX1,TERF2IP,BIRC2,TICAM1"
"Regulation Of Inflammatory Response (GO:0050727)",1.41044726145181,0.314351851851852,10,"QL-XII-47","BIRC2,NFKBIA,GATA3,RB1"
"Regulation Of Intracellular Signal Transduction (GO:1902531)",0.902626435818017,0.749157232704402,16,"QL-XII-47","EGFR,NFKBIA,KAT6A,USP7,SQSTM1"
"Regulation Of MAPK Cascade (GO:0043408)",1.13095875511017,0.552004294917681,12,"QL-XII-47","EGFR,DUSP6,IGF1R"
"Regulation Of Macroautophagy (GO:0016241)",-1.38190997681607,0.314351851851852,11,"QL-XII-47","BECN1,BNIP3,BNIP3L,CAPN1"
"Regulation Of Macromolecule Metabolic Process (GO:0060255)",1.26419186299901,0.420727205610927,10,"QL-XII-47","MYC,HIF1A"
"Regulation Of Mitotic Cell Cycle (GO:0007346)",-0.916002776071993,0.725647688794393,12,"QL-XII-47","EIF4EBP1,DYNLT3"
"Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901990)",0.652671294556889,0.92913452572688,15,"QL-XII-47","CDKN1A"
"Regulation Of Neuron Apoptotic Process (GO:0043523)",1.57285413732237,0.254272965651253,12,"QL-XII-47","EGR1,FOXO3,TFAP2A,LGMN"
"Regulation Of Nucleic Acid-Templated Transcription (GO:1903506)",1.93605068603051,0.00710975722351997,24,"QL-XII-47","NR3C1,TERF2IP,ATF5,ZNF274,MTF2,NFIL3,BHLHE40,HIF1A,KAT6A,SMAD3,KAT6B,RB1,ZNF395"
"Regulation Of Phosphorylation (GO:0042325)",1.25039619567502,0.420727205610927,10,"QL-XII-47","EGFR,CDKN1A"
"Regulation Of Programmed Cell Death (GO:0043067)",-1.37348246622654,0.314351851851852,18,"QL-XII-47","BECN1,BNIP3,BNIP3L,AKT1,TMEM109"
"Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032434)",1.37025587279369,0.354970811187593,13,"QL-XII-47","DNAJB2,CSNK1A1,KEAP1,TRIB1,USP7,CSNK1E,HSPA1B,HSPA1A"
"Regulation Of Protein Binding (GO:0043393)",0.912838041257516,0.732113577804961,13,"QL-XII-47","CDKN1A,DNAJB2"
"Regulation Of Protein Catabolic Process (GO:0042176)",1.20339041664448,0.454605781593464,11,"QL-XII-47","EGFR,TIPARP"
"Regulation Of Protein Kinase Activity (GO:0045859)",-0.807571368439458,0.838058590772135,11,"QL-XII-47","AKT1,HSPB1,PTK2,ITGB1BP1"
"Regulation Of Protein Metabolic Process (GO:0051246)",1.25521763367591,0.420727205610927,11,"QL-XII-47","FOXO3,NFKBIA"
"Regulation Of Protein Phosphorylation (GO:0001932)",1.30503662625589,0.368083170890188,16,"QL-XII-47","EGFR,CDKN1A,TERF2IP"
"Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071900)",1.02663497288055,0.609454328891536,20,"QL-XII-47","GADD45A,CDKN1A,TRIB1,RB1,CCNH"
"Regulation Of Protein Ubiquitination (GO:0031396)",1.16427900498687,0.527937004226738,12,"QL-XII-47","DNAJB2,BIRC2,VPS28,SQSTM1,MYCBP2,HSPA1B,HSPA1A"
"Regulation Of Signal Transduction (GO:0009966)",0.888368351759653,0.736851403189986,12,"QL-XII-47","GATA3,RGS2"
"Regulation Of Transcription By RNA Polymerase II (GO:0006357)",2.34879053942683,2.30108082025931e-07,90,"QL-XII-47","MYC,GADD45A,ZFP36,EGFR,FOSL1,RELB,JMJD6,EGR1,NR3C1,FOXO3,NCOA3,JUN,KDM3A,ATF5,ZNF274,DRAP1,NFKBIA,ARID4B,ARID5B,NFIL3,BHLHE40,HIF1A,GATA3,SMAD3,FHL2,TCERG1,CEBPD,TFAP2A,AKAP8L,RB1,ZNF131,ZNF395"
"Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0017015)",1.00651156916476,0.627278071722516,10,"QL-XII-47","ZNF451,ARID4B,SMAD3"
"Regulation Of Translation (GO:0006417)",1.05969577280306,0.588434190244145,17,"QL-XII-47","FOXO3,YTHDF1,EIF5"
"Regulation Of miRNA Transcription (GO:1902893)",2.24898737188113,6.9508794545516e-05,15,"QL-XII-47","MYC,EGFR,FOSL1,EGR1,NR3C1,FOXO3,JUN,HIF1A,GATA3,SMAD3"
"Response To Cytokine (GO:0034097)",1.21835846070564,0.431165862331725,10,"QL-XII-47","RELB,CASP3"
"Response To Endoplasmic Reticulum Stress (GO:0034976)",0.885710961568613,0.743106466096751,13,"QL-XII-47","JUN,UFM1"
"Response To Lipopolysaccharide (GO:0032496)",1.24947415885223,0.431165862331725,12,"QL-XII-47","ZFP36,CXCL2,TICAM1,TRIB1,NFKBIB,IFNAR1"
"Response To Reactive Oxygen Species (GO:0000302)",1.70015319955559,0.137340822972187,12,"QL-XII-47","HMOX1,EGFR,JUN,HIF1A"
"Response To Tumor Necrosis Factor (GO:0034612)",1.14310177189757,0.527937004226738,11,"QL-XII-47","ZFP36,NFKBIA,GATA3,CASP3"
"Response To UV (GO:0009411)",1.2516808882046,0.428538895973766,13,"QL-XII-47","MYC,EGFR"
"Response To Unfolded Protein (GO:0006986)",-0.96654700826724,0.703150409305146,11,"QL-XII-47","HSPA8,HSPB1"
"Ribosome Biogenesis (GO:0042254)",1.0506393558712,0.597246287128713,11,"QL-XII-47","DNTTIP2,DDX10"
"Small GTPase Mediated Signal Transduction (GO:0007264)",0.62146579479818,0.943477790986707,15,"QL-XII-47","CDKN1A"
"Supramolecular Fiber Organization (GO:0097435)",-1.52979114430352,0.19175733826051,16,"QL-XII-47","STMN1,MYL9,RHOA,ALDOA,EVL,PIN1,CRTAP,FAT1,DNAJB6,TPM1,BID,CDC42"
"Transcription By RNA Polymerase II (GO:0006366)",-0.708075794759222,0.91719717210366,14,"QL-XII-47","PARP1,TFDP1,GTF2A2"
"Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169)",-0.957736961554507,0.695253235162874,23,"QL-XII-47","DDIT4,STMN1,AKT1,PTK2"
"Ubiquitin-Dependent Protein Catabolic Process (GO:0006511)",1.30355412018205,0.341529581529582,28,"QL-XII-47","KCTD5,CHMP4A,BIRC2,CNOT4,APPBP2,CSNK1A1,VPS28,KEAP1,TRIM13,SQSTM1"
"Vesicle-Mediated Transport (GO:0016192)",-1.08919296786989,0.587167070217918,16,"QL-XII-47","BECN1,RAB27A,RAB4A"
"Wound Healing (GO:0042060)",1.11306396031517,0.553745474798106,10,"QL-XII-47","HMOX1,CHMP4A,SMAD3"
"mRNA Processing (GO:0006397)",0.860010219935592,0.754000914494742,13,"QL-XII-47","RNMT,TCERG1,RBM6,PRPF4"
"mRNA Splicing, Via Spliceosome (GO:0000398)",-0.558662654373393,0.959100204498977,11,"QL-XII-47","HSPA8"
"ATP Metabolic Process (GO:0046034)",-1.01138440781522,0.780684104627767,10,"GSK-690693","HSPA8,BAD"
"Apoptotic Process (GO:0006915)",-1.25094241143613,0.580398394304325,23,"GSK-690693","DDIT4,HSPD1,NFKBIA,BAD"
"Cellular Component Assembly (GO:0022607)",-0.758694395632902,0.900082850041425,11,"GSK-690693","RHOA,MNAT1"
"Cellular Response To Cytokine Stimulus (GO:0071345)",-0.920935967293593,0.838163816381638,22,"GSK-690693","RHOA,CCL2,NFKBIA,CALM1,CD58,PLP2"
"Cellular Response To Decreased Oxygen Levels (GO:0036294)",0.850986111753816,0.900051692943913,10,"GSK-690693","BNIP3L"
"Cellular Response To Growth Factor Stimulus (GO:0071363)",1.46210867251097,0.420368364030336,21,"GSK-690693","NR3C1,EGFR,PTPN12,STAT5B,IQGAP1,ERBB2,CD44,CPNE3,SMAD3,DUSP3"
"Cellular Response To Hypoxia (GO:0071456)",0.850986111753816,0.900051692943913,10,"GSK-690693","BNIP3L"
"Cellular Response To Insulin Stimulus (GO:0032869)",1.12468856499415,0.751374312843578,10,"GSK-690693","IGF1R,RAB31"
"Cellular Response To Lipid (GO:0071396)",0.958242796463541,0.796834301743138,17,"GSK-690693","NCOA3,NR3C1,EGFR"
"Cellular Response To Metal Ion (GO:0071248)",1.31434460909431,0.580398394304325,12,"GSK-690693","EGFR,CDKN1B,IQGAP1,CPNE3"
"Cellular Response To Organic Cyclic Compound (GO:0071407)",1.10268426052704,0.751374312843578,14,"GSK-690693","NCOA3,NR3C1,EGFR,TIPARP,CREB1"
"Cellular Response To Oxidative Stress (GO:0034599)",1.26177825460475,0.624186892355039,19,"GSK-690693","EGFR,KEAP1,NFE2L2,PTPRK,FOXO3,TPM1,HMOX1,HSPA1B,HSPA1A,SQSTM1,FOS"
"Cellular Response To Oxygen-Containing Compound (GO:1901701)",1.04662460623258,0.780684104627767,26,"GSK-690693","NCOA3,EGFR,CDKN1B,IQGAP1,CREB1,PTPRK,TPM1,CPNE3,INSIG1,EGR1,CASP7"
"Cellular Response To Reactive Oxygen Species (GO:0034614)",1.35530879873112,0.550864197530864,10,"GSK-690693","EGFR,NFE2L2,PTPRK,TPM1"
"Cellular Response To Starvation (GO:0009267)",-1.52771973970584,0.420368364030336,10,"GSK-690693","HSPA8,RRP8"
"Cellular Response To Tumor Necrosis Factor (GO:0071356)",-0.774331720602342,0.900082850041425,15,"GSK-690693","CCL2,NFKBIA"
"Chromatin Organization (GO:0006325)",-0.759126779315548,0.918914579319204,20,"GSK-690693","HDAC2,RUVBL1,GRWD1,ZNF274,BCL7B,RB1,HAT1,MTF2"
"Chromatin Remodeling (GO:0006338)",-0.645417133111459,0.95238388062149,17,"GSK-690693","HDAC2,RUVBL1,ZNF274,BCL7B,RB1,MTF2"
"Cytokine-Mediated Signaling Pathway (GO:0019221)",-0.718995900647602,0.937606981037087,17,"GSK-690693","CCL2,NFKBIA"
"DNA Damage Response (GO:0006974)",-0.876350473682218,0.897636299492524,26,"GSK-690693","SMC1A,MNAT1,RAD51C,GADD45A,POLB"
"DNA Metabolic Process (GO:0006259)",-1.61622875836011,0.274879649984012,19,"GSK-690693","SMC1A,RUVBL1,MNAT1,SUPV3L1,GRWD1,RAD51C,GADD45A,POLB"
"DNA Repair (GO:0006281)",-1.39796355829551,0.448399399052352,19,"GSK-690693","PCNA,SMC1A,MNAT1,RAD51C,GADD45A,POLB,RFC2,MTA1,RPA3"
"DNA-templated Transcription (GO:0006351)",-1.50903180365396,0.279324631324578,20,"GSK-690693","MRPL12,GTF2A2,MNAT1,POLR2I,POLR2K,GTF2E2"
"Defense Response To Virus (GO:0051607)",-0.880052381968384,0.894455863880324,11,"GSK-690693","DDIT4"
"Endomembrane System Organization (GO:0010256)",-1.08655680890567,0.756177053512442,11,"GSK-690693","VAPB,TMED10,DNM1L,CDC42"
"Establishment Of Protein Localization To Mitochondrion (GO:0072655)",-1.4951025429428,0.420368364030336,10,"GSK-690693","HSPD1,TIMM9,TIMM17B"
"Gene Expression (GO:0010467)",-1.42005230991725,0.432127882599581,19,"GSK-690693","MRPL12,HSPD1,NUP88,STUB1,MRPS16"
"Inflammatory Response (GO:0006954)",-0.721611678233525,0.918914579319204,11,"GSK-690693","CCL2,RELB"
"Intracellular Protein Transport (GO:0006886)",-0.934177469829497,0.832946459727216,23,"GSK-690693","NUP88,ARFIP2,TMED10,TIMM17B"
"Intrinsic Apoptotic Signaling Pathway (GO:0097193)",-1.62517953573718,0.284547228313815,14,"GSK-690693","RRP8,CYCS,TRIB3,BAD"
"Membrane Organization (GO:0061024)",-1.03660504623947,0.780684104627767,10,"GSK-690693","HSPA8,VAPB"
"Mitochondrial Transport (GO:0006839)",-1.32219742156161,0.550864197530864,13,"GSK-690693","TIMM9,BAD,TIMM17B"
"Mitochondrion Organization (GO:0007005)",-1.41272688430241,0.455722480196668,21,"GSK-690693","HSPD1,TIMM9,SUPV3L1,TIMM17B,YME1L1,HSD17B10,MTFR1"
"Mitotic Cell Cycle Phase Transition (GO:0044772)",-0.691397819279878,0.942583041056323,13,"GSK-690693","EIF4EBP1,CCND3,ARPP19,CHMP4A,CCND1"
"Mitotic Sister Chromatid Segregation (GO:0000070)",-1.35380194798861,0.550864197530864,10,"GSK-690693","SMC1A,RHOA"
"Modification-Dependent Protein Catabolic Process (GO:0019941)",-0.567710405068273,0.964033572705512,14,"GSK-690693","STUB1"
"Negative Regulation Of Apoptotic Process (GO:0043066)",1.08456729547202,0.751374312843578,47,"GSK-690693","ERBB3,BNIP3L,IGF1R,EGFR,TJP1,SOCS2,TLE1,GRN,ERBB2,CD44"
"Negative Regulation Of Apoptotic Signaling Pathway (GO:2001234)",-0.655935393345399,0.942583041056323,10,"GSK-690693","PSMD10,RB1"
"Negative Regulation Of Binding (GO:0051100)",-0.754645152198638,0.900082850041425,11,"GSK-690693","NFKBIA,ITGB1BP1,RALB,JUN"
"Negative Regulation Of Cell Cycle (GO:0045786)",-0.693001290131927,0.937606981037087,10,"GSK-690693","RRP8"
"Negative Regulation Of Cell Death (GO:0060548)",1.08852101480097,0.751374312843578,10,"GSK-690693","BNIP3L"
"Negative Regulation Of Cell Differentiation (GO:0045596)",0.947677920917358,0.822592132505176,17,"GSK-690693","SOX4,EGFR,ID2,SMAD3,GATA3,NR1H2,SMARCA4"
"Negative Regulation Of Cell Growth (GO:0030308)",1.19430065619588,0.661693749653375,13,"GSK-690693","VGLL4,DNAJB2,CDKN1B,SMAD3,SMARCA4,HSPA1B,HSPA1A"
"Negative Regulation Of Cell Migration (GO:0030336)",0.786268297947453,0.900082850041425,14,"GSK-690693","DAG1,PTPRK,FOXO3,TPM1,ARID4B,HMOX1,DUSP3"
"Negative Regulation Of Cell Motility (GO:2000146)",1.12465924104714,0.751374312843578,12,"GSK-690693","DAG1,PTPRK,FOXO3,TPM1,ARID4B,GATA3,DUSP3"
"Negative Regulation Of Cell Population Proliferation (GO:0008285)",1.26093559599358,0.550864197530864,28,"GSK-690693","SOX4,VGLL4,DNAJB2,APP,CDKN1B,PTPRK,CHERP,SMAD3,GATA3,HMOX1"
"Negative Regulation Of Cellular Process (GO:0048523)",1.14112978910211,0.661693749653375,40,"GSK-690693","ERBB3,SOX4,VGLL4,DNAJB2,APP,ADAM10,CDKN1B,PTPRK,CHERP,SMAD3,GATA3"
"Negative Regulation Of DNA-binding Transcription Factor Activity (GO:0043433)",-1.10613131218286,0.751374312843578,12,"GSK-690693","HDAC2,NFKBIA,TRIB1,PSMD10,NFKBIE,RB1"
"Negative Regulation Of DNA-templated Transcription (GO:0045892)",-0.90229842433005,0.897636299492524,65,"GSK-690693","HSPA8,RRP8,EED,HDAC2,TRIB3,TCERG1,NRIP1,NFIL3,PSMD10,ATF5,ZNF274"
"Negative Regulation Of Gene Expression (GO:0010629)",0.841293370086308,0.900082850041425,23,"GSK-690693","APP,TIPARP,ADAM10,TRIM2,ID2"
"Negative Regulation Of Growth (GO:0045926)",1.19430065619588,0.661693749653375,13,"GSK-690693","VGLL4,DNAJB2,CDKN1B,SMAD3,SMARCA4,HSPA1B,HSPA1A"
"Negative Regulation Of Intracellular Signal Transduction (GO:1902532)",1.23797297316134,0.650881901840491,17,"GSK-690693","IGF1R,VGLL4,DUSP4,TLE1,DAG1"
"Negative Regulation Of MAPK Cascade (GO:0043409)",0.927972975457866,0.83217659533449,13,"GSK-690693","IGF1R,DUSP4,DAG1"
"Negative Regulation Of Macromolecule Metabolic Process (GO:0010605)",1.17404548694958,0.67179054054054,15,"GSK-690693","APP,TIPARP,ADAM10,ID2,SMAD3,STAT3"
"Negative Regulation Of Multicellular Organismal Process (GO:0051241)",0.813925200274149,0.900082850041425,12,"GSK-690693","EGFR,GRN,ARID4B,LRPAP1,GATA3"
"Negative Regulation Of Neuron Death (GO:1901215)",1.0135698094703,0.780684104627767,10,"GSK-690693","ERBB3,GRN"
"Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507)",-0.997537890585897,0.780684104627767,35,"GSK-690693","HSPA8,RRP8,EED,HDAC2,TRIB3,NFIL3,ATF5"
"Negative Regulation Of Programmed Cell Death (GO:0043069)",1.10205322148575,0.697647190008921,39,"GSK-690693","ERBB3,BNIP3L,IGF1R,EGFR,TJP1,SOCS2,ERBB2,CD44,FHL2,PTK2"
"Negative Regulation Of Protein Binding (GO:0032091)",0.758703351060589,0.900082850041425,10,"GSK-690693","DNAJB2"
"Negative Regulation Of Protein Kinase Activity (GO:0006469)",-0.916838084961654,0.863390092879257,14,"GSK-690693","TRIB3,TRIB1,ITGB1BP1,GADD45A,HSPB1,RB1"
"Negative Regulation Of Protein Phosphorylation (GO:0001933)",-1.34738784143511,0.550856911063787,17,"GSK-690693","TRIB3,TRIB1,CALM3,CALM1,CALM2,ITGB1BP1,HSPB1,RB1,EIF4G1"
"Negative Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071901)",-1.07997172049699,0.756177053512442,10,"GSK-690693","RGS2,GADD45A,RB1,APOE"
"Negative Regulation Of Response To External Stimulus (GO:0032102)",-0.93461786741585,0.838163816381638,10,"GSK-690693","CASK,TRIB1,RB1,APOE"
"Negative Regulation Of Signal Transduction (GO:0009968)",1.23074596903669,0.650881901840491,19,"GSK-690693","ERBB3,VGLL4,PTPN12,TLE1"
"Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)",-0.882387464479434,0.900051692943913,46,"GSK-690693","EED,HDAC2,TRIB3,TCERG1,NRIP1,NFIL3,PSMD10,ZNF274"
"Nervous System Development (GO:0007399)",1.78039034590226,0.182039231980602,11,"GSK-690693","ERBB3,SOX4,EGFR,APP,ERBB2,CHERP,STAT3,MBNL1"
"Organelle Organization (GO:0006996)",-1.29962622408755,0.550864197530864,26,"GSK-690693","VAPB,CCL2,TMED10,YME1L1,HSD17B10,MTFR1,RB1,DNM1L,CDC42,HAT1,APOE,CHMP4A"
"Peptidyl-Serine Modification (GO:0018209)",0.758883598147141,0.900082850041425,12,"GSK-690693","IKBKB,CAB39,TLK2,MAPKAPK2,CSNK1E,CSNK2A2,CSNK1A1,MAPK13,MAPKAPK3,PRKX,MAPKAPK5,MKNK1"
"Peptidyl-Serine Phosphorylation (GO:0018105)",0.758883598147141,0.900082850041425,12,"GSK-690693","IKBKB,CAB39,TLK2,MAPKAPK2,CSNK1E,CSNK2A2,CSNK1A1,MAPK13,MAPKAPK3,PRKX,MAPKAPK5,MKNK1"
"Phosphorylation (GO:0016310)",1.22039269475271,0.650881901840491,25,"GSK-690693","STK25,IKBKB,APP,ADAM10,CREB1,ERBB2,PTK2,TLK2,STAT3,ILK,CDC25B"
"Positive Regulation Of Apoptotic Process (GO:0043065)",1.17622070941268,0.651207193890121,29,"GSK-690693","BNIP3L,SOX4,CTSD,CTSL,GADD45B,GRN"
"Positive Regulation Of Autophagy (GO:0010508)",0.794046470729923,0.900082850041425,11,"GSK-690693","BNIP3L"
"Positive Regulation Of Cell Cycle (GO:0045787)",0.838833396021909,0.900082850041425,11,"GSK-690693","EGFR,APP"
"Positive Regulation Of Cell Differentiation (GO:0045597)",1.3592181447664,0.550864197530864,12,"GSK-690693","SOX4,CREB1,SMARCD2,ID2,PTK2,SMAD3"
"Positive Regulation Of Cell Growth (GO:0030307)",0.97520231188851,0.780684104627767,12,"GSK-690693","EGFR,MACF1,ERBB2"
"Positive Regulation Of Cell Migration (GO:0030335)",1.88535263377558,0.0952908078980906,17,"GSK-690693","IGF1R,EGFR,SYNE2,TJP1,ADAM10,GRN,CPNE3,PTK2"
"Positive Regulation Of Cell Motility (GO:2000147)",1.8705617708977,0.0796666079844072,15,"GSK-690693","IGF1R,EGFR,SYNE2,TJP1,ADAM10,GRN,CPNE3,PTK2"
"Positive Regulation Of Cell Population Proliferation (GO:0008284)",1.51113185713376,0.274879649984012,38,"GSK-690693","ERBB3,SOX4,IGF1R,EGFR,TJP1,ADAM10,GRN,EAPP,ERBB2,CAPN1,ID2"
"Positive Regulation Of Cellular Biosynthetic Process (GO:0031328)",1.26441039621212,0.613305541080424,14,"GSK-690693","SOX4,ERBB2,SMAD3,EGR1,NR1H2"
"Positive Regulation Of Cellular Catabolic Process (GO:0031331)",-0.865329070411998,0.897636299492524,15,"GSK-690693","BAD,SUPV3L1,ATF6,PHKG2"
"Positive Regulation Of Cellular Process (GO:0048522)",1.37337005591906,0.432127882599581,41,"GSK-690693","ERBB3,SOX4,IGF1R,EGFR,TJP1,ADAM10,GRN,EAPP,ERBB2,SMARCD2,CAPN1,TPM1,PTK2"
"Positive Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043280)",-1.39787807182835,0.481150793650794,11,"GSK-690693","HSPD1,CYCS,BAD,PRR7"
"Positive Regulation Of Cytokine Production (GO:0001819)",-0.672236023750678,0.942583041056323,16,"GSK-690693","HSPD1"
"Positive Regulation Of DNA-binding Transcription Factor Activity (GO:0051091)",1.04634627320206,0.756177053512442,16,"GSK-690693","IKBKB,APP,SMAD3,STAT3,SMARCA4,HSPA1B,HSPA1A"
"Positive Regulation Of DNA-templated Transcription (GO:0045893)",0.945391440668458,0.838163816381638,72,"GSK-690693","NCOA3,SOX4,KDM5A,NR3C1,EGFR,FOXJ3,IKBKB,APP,STAT5B,CREB1,KAT6A,KAT6B,NFE2L2,ERBB2,ID2,FOXO3,ATMIN"
"Positive Regulation Of Developmental Process (GO:0051094)",0.808923911886636,0.900082850041425,14,"GSK-690693","NCOA3,DAG1,SMARCD2,ARID4B,SMARCA4,RALA"
"Positive Regulation Of Gene Expression (GO:0010628)",1.4002994011924,0.432127882599581,28,"GSK-690693","SOX4,APP,TLE1,NFE2L2,ERBB2,ID2,SMAD3,EGR1,STAT3,S100A13,SMARCA4,HSPA1B,HSPA1A,TFAP2A"
"Positive Regulation Of Hydrolase Activity (GO:0051345)",-1.00931385927304,0.780684104627767,12,"GSK-690693","RHOA,CCL2,CALM3,CALM1,CALM2"
"Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043123)",-0.899844856670751,0.878556460346258,17,"GSK-690693","RHOA,GOLT1B,TRIM13"
"Positive Regulation Of Intracellular Signal Transduction (GO:1902533)",1.24631407807329,0.550864197530864,38,"GSK-690693","ERBB3,IGF1R,EGFR,IKBKB,DDR1,APP,IQGAP1,ERBB2"
"Positive Regulation Of Kinase Activity (GO:0033674)",1.98308691060143,0.0796666079844072,10,"GSK-690693","ERBB3,IGF1R,EGFR,DDR1,IQGAP1,ERBB2,PTK2"
"Positive Regulation Of MAPK Cascade (GO:0043410)",1.78524776893883,0.182039231980602,14,"GSK-690693","IGF1R,EGFR,STK25,DDR1,APP,IQGAP1,ERBB2,CD44"
"Positive Regulation Of Macromolecule Metabolic Process (GO:0010604)",0.88428594092544,0.878987007531431,23,"GSK-690693","APP,TLE1,NFE2L2,ID2,SMAD3,EGR1,STAT3,NR1H2,HSPA1B,HSPA1A,TFAP2A"
"Positive Regulation Of Mitochondrion Organization (GO:0010822)",-0.600642987040111,0.956223893065998,11,"GSK-690693","BAD,DNM1L,PMAIP1,FIS1,ZDHHC6,BNIP3,BAX,BID,TP53,RALA,FBXO7"
