"pathway","NES","padj","size","input","leadingEdge"
"Negative Regulation Of Macromolecule Metabolic Process (GO:0010605)",1.13327151908676,0.509558920095308,15,"QL-XII-47 + GSK-690693","TIPARP,SMAD3,APP,HIF1A,STAT3"
"Negative Regulation Of Multicellular Organismal Process (GO:0051241)",1.21757632481166,0.47561853351327,12,"QL-XII-47 + GSK-690693","EGFR,ARID4B,GATA3"
"Negative Regulation Of Neuron Death (GO:1901215)",0.676398367569966,0.920669531199897,10,"QL-XII-47 + GSK-690693","ERBB3"
"Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507)",1.23303925098621,0.417826375082836,35,"QL-XII-47 + GSK-690693","NR3C1,KAT6A,GATA3,KAT6B,ARID5B,RBM15B,CCDC85B,JUN,TFAP2A,CDKN1B,BHLHE40,PTPRK,TLE1,ATF5,SPEN"
"Negative Regulation Of Programmed Cell Death (GO:0043069)",1.11372585442239,0.505268599149072,39,"QL-XII-47 + GSK-690693","EGFR,MYC,IGF1R,ERBB3,BIRC2,FHL2,TFAP2A,SOCS2,CD44,UFM1,ATF5,TJP1,HSPA1B,HSPA1A"
"Negative Regulation Of Protein Binding (GO:0032091)",1.07267643064477,0.575367467327184,10,"QL-XII-47 + GSK-690693","DNAJB2,CDKN1A"
"Negative Regulation Of Protein Kinase Activity (GO:0006469)",1.07203004594342,0.560884353741497,14,"QL-XII-47 + GSK-690693","GADD45A,CDKN1A,MVP"
"Negative Regulation Of Protein Phosphorylation (GO:0001933)",-1.20535079675757,0.47561853351327,17,"QL-XII-47 + GSK-690693","HSPB1,CALM3,CALM1,CALM2,ITGB1BP1,TRIB3,AKT1"
"Negative Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071901)",1.392188948573,0.339716840536513,10,"QL-XII-47 + GSK-690693","GADD45A,CDKN1A,CDKN1B"
"Negative Regulation Of Response To External Stimulus (GO:0032102)",-0.902881843487091,0.746153846153846,10,"QL-XII-47 + GSK-690693","CASK,PARP1,AKT1"
"Negative Regulation Of Signal Transduction (GO:0009968)",1.02806725663867,0.609714285714286,19,"QL-XII-47 + GSK-690693","ERBB3,GATA3,PTPN12"
"Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)",1.84119161232166,0.0128537284517734,46,"QL-XII-47 + GSK-690693","MYC,NR3C1,ZFP36,GADD45A,FOXO3,ARID4B,ZNF451,SOX4,GATA3,DRAP1,FHL2,SMAD3,ARID5B,JUN,ZNF131,TFAP2A,BHLHE40,STAT3,ZNF274,HSPA1A,SPEN"
"Nervous System Development (GO:0007399)",1.43536292843199,0.329410835571,11,"QL-XII-47 + GSK-690693","EGFR,ERBB3,SOX4,CHERP,APP,STAT3"
"Organelle Organization (GO:0006996)",-0.975126263391442,0.683098591549296,26,"QL-XII-47 + GSK-690693","HAT1,VAPB,REEP5,TMED10,TOR1A,PARP1,CCL2,YME1L1"
"Peptidyl-Serine Modification (GO:0018209)",1.22981693272164,0.47561853351327,12,"QL-XII-47 + GSK-690693","IKBKB,CSNK1A1,CAB39,CSNK1E,TLK2,CSNK2A2"
"Peptidyl-Serine Phosphorylation (GO:0018105)",1.22981693272164,0.47561853351327,12,"QL-XII-47 + GSK-690693","IKBKB,CSNK1A1,CAB39,CSNK1E,TLK2,CSNK2A2"
"Phosphorylation (GO:0016310)",0.688792185678127,0.951348561104659,25,"QL-XII-47 + GSK-690693","IKBKB,STK25,APP,CSNK1A1,CREB1,STAT3,CSNK1E"
"Positive Regulation Of Apoptotic Process (GO:0043065)",1.52451427272476,0.294026693890921,29,"QL-XII-47 + GSK-690693","GADD45B,GADD45A,FOXO3,DUSP6,SOX4,CASP3,CTSL,JUN,TFAP2A,PMAIP1,SQSTM1"
"Positive Regulation Of Autophagy (GO:0010508)",-0.987697266105499,0.683098591549296,11,"QL-XII-47 + GSK-690693","BECN1,BAD,BNIP3"
"Positive Regulation Of Cell Cycle (GO:0045787)",0.801428803400329,0.834828785936642,11,"QL-XII-47 + GSK-690693","EGFR"
"Positive Regulation Of Cell Differentiation (GO:0045597)",1.01439839668572,0.629286376274328,12,"QL-XII-47 + GSK-690693","ZFP36,SOX4,SMAD3,CREB1"
"Positive Regulation Of Cell Growth (GO:0030307)",0.977243500805754,0.656403796578392,12,"QL-XII-47 + GSK-690693","EGFR"
"Positive Regulation Of Cell Migration (GO:0030335)",1.47616484783761,0.329410835571,17,"QL-XII-47 + GSK-690693","EGFR,IGF1R,SYNE2,HIF1A,STX4,STAT3,TJP1"
"Positive Regulation Of Cell Motility (GO:2000147)",1.42903109038104,0.329410835571,15,"QL-XII-47 + GSK-690693","EGFR,IGF1R,SYNE2,STX4,STAT3,TJP1"
"Positive Regulation Of Cell Population Proliferation (GO:0008284)",1.61615217434955,0.173470486816769,38,"QL-XII-47 + GSK-690693","EGFR,MYC,HMOX1,IGF1R,ERBB3,CDKN1A,SOX4,EAPP,FOSL1"
"Positive Regulation Of Cellular Biosynthetic Process (GO:0031328)",1.17539561211345,0.505268599149072,14,"QL-XII-47 + GSK-690693","EGR1,SOX4,SMAD3,YTHDF1,HIF1A"
"Positive Regulation Of Cellular Catabolic Process (GO:0031331)",-0.835320980104294,0.812016407754218,15,"QL-XII-47 + GSK-690693","BECN1,BAD,BNIP3"
"Positive Regulation Of Cellular Process (GO:0048522)",1.41740508678432,0.308505181081358,41,"QL-XII-47 + GSK-690693","EGFR,MYC,IGF1R,ZFP36,ERBB3,SOX4,EAPP,FOSL1"
"Positive Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043280)",-0.71931876693599,0.89292741953724,11,"QL-XII-47 + GSK-690693","HSPD1,BAD,CYCS,FIS1"
"Positive Regulation Of Cytokine Production (GO:0001819)",1.26346601672266,0.448323866800312,16,"QL-XII-47 + GSK-690693","HMOX1,EGR1,GATA3,APP,HIF1A,STAT3,TICAM1,HSPA1B,HSPA1A"
"Positive Regulation Of DNA-binding Transcription Factor Activity (GO:0051091)",1.43933063732026,0.323535543047738,16,"QL-XII-47 + GSK-690693","TERF2IP,SMAD3,IKBKB,ARID5B,APP,STAT3,TICAM1,HSPA1B,HSPA1A"
"Positive Regulation Of DNA-templated Transcription (GO:0045893)",1.75098711485104,0.0218403895124067,72,"QL-XII-47 + GSK-690693","EGFR,MYC,NR3C1,NCOA3,KDM5A,FOXO3,EGR1,KDM3A,KAT6A,SOX4,GATA3,KAT6B,FOXJ3,RELB,SMAD3,IKBKB,FOSL1,JUN,TFAP2A,APP,HIF1A,AKAP8L,CREB1,NFE2L2,SQSTM1,STAT3,ATF5,JMJD6"
"Positive Regulation Of Developmental Process (GO:0051094)",-0.900086395092756,0.746153846153846,14,"QL-XII-47 + GSK-690693","DAG1,HDAC2,BNIP3,FIS1"
"Positive Regulation Of Gene Expression (GO:0010628)",1.46007283082795,0.294026693890921,28,"QL-XII-47 + GSK-690693","MYC,EGR1,SOX4,SMAD3,YTHDF1,TFAP2A,APP,HIF1A,NFE2L2,TLE1,STAT3,TICAM1,HSPA1B,HSPA1A"
"Positive Regulation Of Hydrolase Activity (GO:0051345)",-1.61974754714417,0.17521600532461,12,"QL-XII-47 + GSK-690693","RHOA,CALM3,CALM1,CALM2,CCL2"
"Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043123)",1.03217369166121,0.580385015608741,17,"QL-XII-47 + GSK-690693","HMOX1,TERF2IP,BIRC2,IKBKB"
"Positive Regulation Of Intracellular Signal Transduction (GO:1902533)",1.31073800144773,0.339716840536513,38,"QL-XII-47 + GSK-690693","EGFR,HMOX1,IGF1R,ERBB3,TERF2IP,BIRC2,GATA3,IKBKB,APP,IQGAP1,PMAIP1,TICAM1,DDR1"
"Positive Regulation Of Kinase Activity (GO:0033674)",1.8873848670143,0.0374478742913695,10,"QL-XII-47 + GSK-690693","EGFR,IGF1R,ERBB3,CDKN1A"
"Positive Regulation Of MAPK Cascade (GO:0043410)",1.62413886550136,0.190589465714949,14,"QL-XII-47 + GSK-690693","EGFR,IGF1R,STK25,APP,IQGAP1,CD44,DDR1"
"Positive Regulation Of Macromolecule Metabolic Process (GO:0010604)",1.33849525147236,0.369750187189436,23,"QL-XII-47 + GSK-690693","MYC,EGR1,SMAD3,TFAP2A,APP,HIF1A,NFE2L2,TLE1,STAT3,TICAM1,HSPA1B,HSPA1A"
"Positive Regulation Of Mitochondrion Organization (GO:0010822)",-1.1140589875476,0.54987315195521,11,"QL-XII-47 + GSK-690693","BAD,BNIP3,FIS1,DNM1L,ZDHHC6"
"Positive Regulation Of Multicellular Organismal Process (GO:0051240)",1.4845867454599,0.221270820418799,21,"QL-XII-47 + GSK-690693","NCOA3,IGF1R,KDM3A,ARID4B,SMAD3"
"Positive Regulation Of NF-kappaB Transcription Factor Activity (GO:0051092)",1.79349533007021,0.08192246622293,10,"QL-XII-47 + GSK-690693","TERF2IP,IKBKB,APP,STAT3,TICAM1,HSPA1B,HSPA1A"
"Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508)",1.74518282680972,0.0456611325696707,42,"QL-XII-47 + GSK-690693","EGFR,MYC,KDM5A,FOXO3,EGR1,KDM3A,KAT6A,SOX4,GATA3,KAT6B,SMAD3,IKBKB,JUN,TFAP2A,HIF1A,CREB1"
"Positive Regulation Of Phosphorylation (GO:0042327)",1.70933948046942,0.174859995162584,17,"QL-XII-47 + GSK-690693","EGFR,IGF1R,ERBB3,CDKN1A"
"Positive Regulation Of Programmed Cell Death (GO:0043068)",1.37697873528109,0.329410835571,26,"QL-XII-47 + GSK-690693","GADD45B,GADD45A,FOXO3,DUSP6,SOX4,CASP3,JUN,PMAIP1,SQSTM1,CTSD"
"Positive Regulation Of Proteasomal Protein Catabolic Process (GO:1901800)",1.00471554577271,0.63770433546553,10,"QL-XII-47 + GSK-690693","DNAJB2,KEAP1,CSNK1A1,CSNK1E,HSPA1B,HSPA1A"
"Positive Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032436)",1.10928012871373,0.54987315195521,13,"QL-XII-47 + GSK-690693","DNAJB2,KEAP1,CSNK1A1,NFE2L2,CSNK1E,HSPA1B,HSPA1A"
"Positive Regulation Of Protein Kinase Activity (GO:0045860)",0.975641443542789,0.668935560431687,15,"QL-XII-47 + GSK-690693","EGR1,ERBB3,CDKN1A"
"Positive Regulation Of Protein Metabolic Process (GO:0051247)",0.951662886657524,0.683098591549296,18,"QL-XII-47 + GSK-690693","TIPARP,SOX4,VPS28,YTHDF1,APP,CDKN1B"
"Positive Regulation Of Protein Modification Process (GO:0031401)",1.15993173125111,0.509558920095308,20,"QL-XII-47 + GSK-690693","EGFR,EGR1,CDKN1A"
"Positive Regulation Of Protein Phosphorylation (GO:0001934)",0.902689710223865,0.746153846153846,23,"QL-XII-47 + GSK-690693","EGFR,CDKN1A,APP,IQGAP1,CAB39,CD44"
"Positive Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071902)",-1.19464904705659,0.505268599149072,14,"QL-XII-47 + GSK-690693","RHOA,CALM3,CALM1,CALM2,PSMD10,AKT1"
"Positive Regulation Of Signal Transduction (GO:0009967)",1.10252648330136,0.554113003739094,12,"QL-XII-47 + GSK-690693","GATA3,CTSL,HIF1A,STAT3"
"Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)",1.89233904364876,0.012101814552181,52,"QL-XII-47 + GSK-690693","EGFR,MYC,NR3C1,NCOA3,FOXO3,EGR1,SOX4,GATA3,FOXJ3,RELB,SMAD3,EAPP,IKBKB,JUN,TFAP2A,APP,HIF1A,AKAP8L,CREB1,NFE2L2,SQSTM1,STAT3,ATF5,JMJD6"
"Positive Regulation Of Transferase Activity (GO:0051347)",1.4651298830406,0.329410835571,13,"QL-XII-47 + GSK-690693","EGFR,MYC,IGF1R,ERBB3"
"Positive Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000060)",0.978120461663895,0.677992696565103,11,"QL-XII-47 + GSK-690693","DNAJB2,KEAP1,CSNK1A1,CSNK1E,HSPA1B,HSPA1A"
"Positive Regulation Of miRNA Metabolic Process (GO:2000630)",2.08948808994812,0.00552077117405646,14,"QL-XII-47 + GSK-690693","EGFR,MYC,NR3C1,FOXO3,EGR1,GATA3,SMAD3,FOSL1,JUN,HIF1A"
"Positive Regulation Of miRNA Transcription (GO:1902895)",2.08948808994812,0.00552077117405646,14,"QL-XII-47 + GSK-690693","EGFR,MYC,NR3C1,FOXO3,EGR1,GATA3,SMAD3,FOSL1,JUN,HIF1A"
"Proteasomal Protein Catabolic Process (GO:0010498)",1.22009550073284,0.47561853351327,17,"QL-XII-47 + GSK-690693","KCTD5,BIRC2,APPBP2,KLHDC2,CSNK1A1,NFE2L2,PMAIP1"
"Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161)",1.40695740114594,0.329410835571,21,"QL-XII-47 + GSK-690693","DNAJB2,KCTD5,BIRC2,APPBP2,KLHDC2,CSNK1A1,NFE2L2"
"Protein Autophosphorylation (GO:0046777)",1.36724544293388,0.37975225569659,13,"QL-XII-47 + GSK-690693","EGFR,IGF1R,STK25"
"Protein Catabolic Process (GO:0030163)",-0.823557167761776,0.823514278363777,14,"QL-XII-47 + GSK-690693","HSPA8,BNIP3,YME1L1"
"Protein Dephosphorylation (GO:0006470)",1.43360835561712,0.329410835571,11,"QL-XII-47 + GSK-690693","DUSP6,PTPN12,PTPRK,PPP2R5E,PPP2R5A,DUSP11,DUSP3"
"Protein Localization (GO:0008104)",1.37855210764019,0.329410835571,24,"QL-XII-47 + GSK-690693","EGFR,DDX42,STX1A,STX4,PTPRK,CTTN,SQSTM1,RAB21"
"Protein Modification By Small Protein Conjugation (GO:0032446)",1.3057635142913,0.398404036847973,17,"QL-XII-47 + GSK-690693","KEAP1,KLHL21,ZNF451,CNOT4,STX1A,USP7,NFE2L2,UFM1,MYCBP2"
"Protein Modification Process (GO:0036211)",-0.689273313625295,0.965431087446242,38,"QL-XII-47 + GSK-690693","UBE2L6,BECN1,MSRA,PARP1,CCL2,AKT1,PMM2,CHEK2,CDK6,PAK4,CDK4,PTK2,ADAM10"
"Protein Phosphorylation (GO:0006468)",1.17289902908737,0.47561853351327,32,"QL-XII-47 + GSK-690693","EGFR,IGF1R,IKBKB,STK25,APP,CSNK1A1,CREB1,CAB39,CSNK1E,DDR1"
"Protein Polyubiquitination (GO:0000209)",-1.025225102762,0.63770433546553,12,"QL-XII-47 + GSK-690693","STUB1,UBE2L6,UBE3C,UBE2A"
"Protein Stabilization (GO:0050821)",-0.744562340561861,0.895684175309468,20,"QL-XII-47 + GSK-690693","STUB1,HSPD1,RUVBL1,ATP1B1,CTNND1"
"Protein Targeting (GO:0006605)",-0.492510428129025,0.989066215332219,10,"QL-XII-47 + GSK-690693","FIS1,ZDHHC6,TIMM9,TIMM17B,EDEM1,ICMT,ATG3,TOMM70,FBXO7,TOMM34"
"Protein Targeting To Mitochondrion (GO:0006626)",-0.920764843466491,0.746153846153846,10,"QL-XII-47 + GSK-690693","HSPD1,FIS1"
"Protein Transport (GO:0015031)",0.748570672733276,0.895684175309468,18,"QL-XII-47 + GSK-690693","STX1A,STX4,CTTN,RAB21"
"Protein Ubiquitination (GO:0016567)",1.02195603473515,0.63770433546553,20,"QL-XII-47 + GSK-690693","KEAP1,KLHL21,BIRC2,CNOT4,USP7,NFE2L2,MYCBP2,TRIM2"
"Protein-Containing Complex Assembly (GO:0065003)",-1.22770869251332,0.464513442469354,20,"QL-XII-47 + GSK-690693","PSMG1,HSPD1,BECN1,BAD,TMED10,ITGB1BP1"
"Proteolysis (GO:0006508)",1.20172602556316,0.496413262181786,13,"QL-XII-47 + GSK-690693","CASP3,CTSL,CLPX,CTSD,SENP6,LGMN,MBTPS1"
"RNA Processing (GO:0006396)",0.696182077101292,0.908263488737559,12,"QL-XII-47 + GSK-690693","DNTTIP2,AKAP8L,RBM6,DUSP11,PRPF4,RNPS1"
"RNA Splicing, Via Transesterification Reactions With Bulged Adenosine As Nucleophile (GO:0000377)",-1.19290188230667,0.501648458206736,10,"QL-XII-47 + GSK-690693","HSPA8,LSM6"
"Ras Protein Signal Transduction (GO:0007265)",-0.75675280508736,0.89292741953724,16,"QL-XII-47 + GSK-690693","RHOA,NRAS"
"Regulation Of Apoptotic Process (GO:0042981)",1.68719410910674,0.0343245053373915,65,"QL-XII-47 + GSK-690693","EGFR,MYC,GADD45B,IGF1R,GADD45A,FOXO3,DUSP6,EGR1,ERBB3,BIRC2,SOX4,FHL2,DDX42,CASP3,JUN,TFAP2A,PMAIP1,SOCS2,SQSTM1,CD44,UFM1,ATF5,TJP1,CTSD,HSPA1B,HSPA1A,TRIM2"
"Regulation Of Autophagy (GO:0010506)",-0.800525542639505,0.838454764553207,27,"QL-XII-47 + GSK-690693","BECN1,BAD,HSPB1,BNIP3,TRIB3,AKT1,VDAC1,EIF4G1,ATF6"
"Regulation Of Canonical Wnt Signaling Pathway (GO:0060828)",1.35169504352628,0.37975225569659,11,"QL-XII-47 + GSK-690693","EGFR,SOX4,CSNK1A1,TLE1,CSNK1E"
"Regulation Of Cell Adhesion (GO:0030155)",1.15581783324444,0.505442334414081,11,"QL-XII-47 + GSK-690693","CYTH1,ERBB3"
"Regulation Of Cell Cycle (GO:0051726)",1.65439562496121,0.174859995162584,23,"QL-XII-47 + GSK-690693","MYC,GADD45B,GADD45A,CDKN1A,BIRC2,GATA3,JUN,CDKN1B,IQGAP1,PTPRK,STAT3"
"Regulation Of Cell Cycle G1/S Phase Transition (GO:1902806)",0.570489730767972,0.974833292951426,13,"QL-XII-47 + GSK-690693","CDKN1A,CDKN1B"
"Regulation Of Cell Cycle Process (GO:0010564)",-0.931938609838348,0.723054885004112,14,"QL-XII-47 + GSK-690693","BECN1,CALM3,CALM1,CALM2"
"Regulation Of Cell Differentiation (GO:0045595)",0.843649035060315,0.818831168831169,15,"QL-XII-47 + GSK-690693","CEBPD,BIRC2,GATA3,TFAP2A"
"Regulation Of Cell Growth (GO:0001558)",1.31643624344631,0.37975225569659,25,"QL-XII-47 + GSK-690693","EGFR,DNAJB2,CDKN1A,SMAD3,CCDC85B,CDKN1B,SOCS2,HSPA1B,HSPA1A"
"Regulation Of Cell Migration (GO:0030334)",1.08853285058746,0.542522876511089,28,"QL-XII-47 + GSK-690693","EGFR,IGF1R,FOXO3,ARID4B,SYNE2"
"Regulation Of Cell Population Proliferation (GO:0042127)",1.80176524426224,0.0182807675106451,58,"QL-XII-47 + GSK-690693","EGFR,MYC,IGF1R,DNAJB2,ERBB3,CDKN1A,BIRC2,SOX4,GATA3,SMAD3,EAPP,FOSL1,JUN,CHERP,TFAP2A,APP,CDKN1B,STX4,PTPRK,STAT3,ATF5,TJP1,HSPA1B,HSPA1A"
"Regulation Of Cellular Component Organization (GO:0051128)",-1.15464523208461,0.509558920095308,10,"QL-XII-47 + GSK-690693","HSPA8,RAB4A"
"Regulation Of Cold-Induced Thermogenesis (GO:0120161)",1.56454536719111,0.268846250387031,10,"QL-XII-47 + GSK-690693","IGF1R,KDM3A"
"Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0000079)",1.4145440578186,0.369750187189436,12,"QL-XII-47 + GSK-690693","EGFR,GADD45A,CDKN1A"
"Regulation Of DNA Repair (GO:0006282)",-0.954916937257433,0.717243419106773,11,"QL-XII-47 + GSK-690693","PCNA,RUVBL1,PARP1"
"Regulation Of DNA-templated Transcription (GO:0006355)",1.69638135352804,0.0285846137872009,93,"QL-XII-47 + GSK-690693","EGFR,MYC,NR3C1,KDM5A,FOXO3,EGR1,KDM3A,ARID4B,KAT6A,CEBPD,TERF2IP,SOX4,GATA3,KAT6B,FOXJ3,RELB,SMAD3,IKBKB,FOSL1,ARID5B,RBM15B,CCDC85B,JUN,TFAP2A,HIF1A,CDKN1B,CREB1,MTF2,NFE2L2,BHLHE40,PTPRK,TLE1,STAT3,ATF5,ZNF274,JMJD6"
"Regulation Of ERK1 And ERK2 Cascade (GO:0070372)",1.29802255897991,0.398404036847973,17,"QL-XII-47 + GSK-690693","EGFR,DUSP6,DUSP4,APP,CD44,DDR1"
"Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000045)",0.889803255918292,0.746153846153846,19,"QL-XII-47 + GSK-690693","EGFR,CDKN1A"
"Regulation Of GTPase Activity (GO:0043087)",-0.903233982127233,0.746153846153846,12,"QL-XII-47 + GSK-690693","ITGB1BP1,CCL2"
"Regulation Of Gene Expression (GO:0010468)",1.66159291845677,0.0456611325696707,57,"QL-XII-47 + GSK-690693","MYC,NR3C1,TIPARP,EGR1,KAT6A,TERF2IP,SOX4,GATA3,KAT6B,SMAD3,MBNL2,ZNF131,TFAP2A,APP,HIF1A,MTF2,NFE2L2,BHLHE40,TLE1,STAT3,TICAM1,ATF5,ZNF274,HSPA1B,HSPA1A"
"Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043122)",0.928431548916109,0.723054885004112,21,"QL-XII-47 + GSK-690693","HMOX1,TERF2IP,BIRC2,IKBKB,SQSTM1,TLE1,TICAM1"
"Regulation Of Inflammatory Response (GO:0050727)",1.31126579930923,0.417826375082836,10,"QL-XII-47 + GSK-690693","BIRC2,GATA3,APP,STAT3"
"Regulation Of Intracellular Signal Transduction (GO:1902531)",0.83246991853159,0.832429990966576,16,"QL-XII-47 + GSK-690693","EGFR,KAT6A"
"Regulation Of MAPK Cascade (GO:0043408)",1.36464972124687,0.398404036847973,12,"QL-XII-47 + GSK-690693","EGFR,IGF1R,DUSP6,DUSP4,IQGAP1"
"Regulation Of Macroautophagy (GO:0016241)",-1.07307553994815,0.596923076923077,11,"QL-XII-47 + GSK-690693","BECN1,BNIP3"
"Regulation Of Macromolecule Metabolic Process (GO:0060255)",1.27787051088793,0.462823061630219,10,"QL-XII-47 + GSK-690693","MYC,APP,HIF1A"
"Regulation Of Mitotic Cell Cycle (GO:0007346)",-0.558237351826114,0.978339947089947,12,"QL-XII-47 + GSK-690693","EIF4EBP1"
"Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901990)",0.504768766387048,0.991820040899795,15,"QL-XII-47 + GSK-690693","CDKN1A"
"Regulation Of Neuron Apoptotic Process (GO:0043523)",1.49024208704156,0.308505181081358,12,"QL-XII-47 + GSK-690693","FOXO3,EGR1,ERBB3"
"Regulation Of Nucleic Acid-Templated Transcription (GO:1903506)",1.5156983267533,0.17521600532461,24,"QL-XII-47 + GSK-690693","NR3C1,KAT6A,TERF2IP,SOX4,KAT6B,SMAD3,HIF1A,MTF2,BHLHE40,STAT3,ATF5,ZNF274"
"Regulation Of Phosphorylation (GO:0042325)",1.57032239328499,0.268846250387031,10,"QL-XII-47 + GSK-690693","EGFR,CDKN1A,IKBKB,APP,CDKN1B"
"Regulation Of Programmed Cell Death (GO:0043067)",-1.15531357809048,0.505268599149072,18,"QL-XII-47 + GSK-690693","BECN1,TMEM109,BNIP3,RUVBL1,AKT1,VPS72"
"Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032434)",1.08908357065592,0.560884353741497,13,"QL-XII-47 + GSK-690693","DNAJB2,KEAP1,CSNK1A1,USP7,CSNK1E,HSPA1B,HSPA1A,TLK2"
"Regulation Of Protein Binding (GO:0043393)",0.894843825280066,0.746153846153846,13,"QL-XII-47 + GSK-690693","DNAJB2,CDKN1A"
"Regulation Of Protein Catabolic Process (GO:0042176)",1.42565393259963,0.338656960332789,11,"QL-XII-47 + GSK-690693","EGFR,TIPARP,VPS28,CDKN1B"
"Regulation Of Protein Kinase Activity (GO:0045859)",-1.03116535509074,0.63770433546553,11,"QL-XII-47 + GSK-690693","HSPB1,ITGB1BP1,TRIB3,AKT1"
"Regulation Of Protein Metabolic Process (GO:0051246)",0.627725471863954,0.949618931323424,11,"QL-XII-47 + GSK-690693","FOXO3"
"Regulation Of Protein Phosphorylation (GO:0001932)",1.25247069298333,0.462823061630219,16,"QL-XII-47 + GSK-690693","EGFR,CDKN1A,TERF2IP"
"Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071900)",-0.981245133054757,0.683098591549296,20,"QL-XII-47 + GSK-690693","RHOA,CALM3,CALM1,CALM2,TRIB3,AKT1"
"Regulation Of Protein Ubiquitination (GO:0031396)",1.22049979764186,0.47561853351327,12,"QL-XII-47 + GSK-690693","DNAJB2,BIRC2,SOX4,VPS28,SQSTM1,HSPA1B,HSPA1A,MYCBP2"
"Regulation Of Signal Transduction (GO:0009966)",1.16301968435319,0.509558920095308,12,"QL-XII-47 + GSK-690693","ERBB3,GATA3,APP,SOCS2"
"Regulation Of Transcription By RNA Polymerase II (GO:0006357)",1.9300416978337,0.00413150471701863,90,"QL-XII-47 + GSK-690693","EGFR,MYC,NR3C1,NCOA3,ZFP36,GADD45A,FOXO3,EGR1,KDM3A,ARID4B,CEBPD,SOX4,GATA3,FOXJ3,DRAP1,RELB,FHL2,SMAD3,IKBKB,FOSL1,ARID5B,JUN,ZNF131,TFAP2A,APP,HIF1A,AKAP8L,CREB1,NFE2L2,BHLHE40,SQSTM1,STAT3,ATF5,ZNF274,JMJD6,HSPA1A,SPEN,ATMIN,NFKB2"
"Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0017015)",0.897282868839194,0.746153846153846,10,"QL-XII-47 + GSK-690693","ARID4B,ZNF451,SMAD3"
"Regulation Of Translation (GO:0006417)",0.776476042900834,0.885267275097783,17,"QL-XII-47 + GSK-690693","FOXO3,SOX4,YTHDF1,APP"
"Regulation Of miRNA Transcription (GO:1902893)",2.11151549876703,0.0044636275050793,15,"QL-XII-47 + GSK-690693","EGFR,MYC,NR3C1,FOXO3,EGR1,GATA3,SMAD3,FOSL1,JUN,HIF1A"
"Response To Cytokine (GO:0034097)",0.807067191167553,0.832429990966576,10,"QL-XII-47 + GSK-690693","RELB,CASP3,APP"
"Response To Endoplasmic Reticulum Stress (GO:0034976)",-0.629133987685391,0.951348561104659,13,"QL-XII-47 + GSK-690693","TRIB3,TMCO1,ATF6"
"Response To Lipopolysaccharide (GO:0032496)",-0.829939595529347,0.818831168831169,12,"QL-XII-47 + GSK-690693","RHOA,CCL2,SCARB1"
"Response To Reactive Oxygen Species (GO:0000302)",1.7253673928155,0.174859995162584,12,"QL-XII-47 + GSK-690693","EGFR,HMOX1,STK25,JUN,HIF1A,PTPRK,SQSTM1"
"Response To Tumor Necrosis Factor (GO:0034612)",1.03042241626205,0.621681010803882,11,"QL-XII-47 + GSK-690693","ZFP36,GATA3,IKBKB,CASP3,NFE2L2"
"Response To UV (GO:0009411)",1.11428926240515,0.54987315195521,13,"QL-XII-47 + GSK-690693","EGFR,MYC"
"Response To Unfolded Protein (GO:0006986)",-1.39991968918675,0.329410835571,11,"QL-XII-47 + GSK-690693","HSPA8,HSPD1,HSPB1"
"Ribosome Biogenesis (GO:0042254)",-0.680926646038794,0.917036874931612,11,"QL-XII-47 + GSK-690693","NOLC1,EXOSC4,GRWD1,RPS5"
"Small GTPase Mediated Signal Transduction (GO:0007264)",-0.73600223197908,0.895684175309468,15,"QL-XII-47 + GSK-690693","NUCB2,NRAS,HACD3"
"Supramolecular Fiber Organization (GO:0097435)",-1.20931194197564,0.47561853351327,16,"QL-XII-47 + GSK-690693","RHOA,STMN1,MYL9,ALDOA,EVL,DNAJB6,CDC42"
"Transcription By RNA Polymerase II (GO:0006366)",-1.04928627306665,0.621681010803882,14,"QL-XII-47 + GSK-690693","GTF2A2,TFDP1,PARP1,POLR2K,POLR2I,GTF2E2"
"Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169)",1.08741728270604,0.560884353741497,23,"QL-XII-47 + GSK-690693","EGFR,IGF1R,ERBB3,MVP"
